Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Battery,Weight,Thickness,Budget,Rate_From_10,Image_Url,Best_For,Final_Budget,Notes,Brand,Type
$575,Acer Aspire V13,i5-6200U,HD Graphics 520,6GB,-,256GB,"13.3"" 1920x1080 IPS Touch",8 hrs,3.5 lbs,0.81 in,Extreme-Low/Low,6,http://lappylist.com/images/laptop/Acer%20Aspire%20V3-372T.jpg,ultraportable,$575 'Extreme-Low/Low',ultraportable,Acer,Top
$579,Acer Aspire E15-575G,i5-7200U,Nvidia 940MX,8GB,-,256GB,"15.6"" 1920x1080 TN",12 hrs,5.3 lbs,1.19 in,Extreme-Low/Low,6,http://lappylist.com/images/laptop/Acer%20Aspire%20E15-575G.jpg,mainstream,$579 'Extreme-Low/Low',mainstream,Acer,Top
$599,Acer Aspire E5-576G,i5-8250U,Nvidia MX150,8GB,-,256GB,"15.6"" 1920x1080 TN",15 hrs,5.27 lbs,1.19 in,Extreme-Low/Low,6,http://lappylist.com/images/laptop2018/Acer%20Aspire%20E5-576G.jpg,programming,$599 'Extreme-Low/Low',programming,Acer,Top
$599,Asus Vivobook F510UA,i5-8250U,Intel UHD Graphics 620,8GB,1TB 5400RPM,128GB,"15.6"" 1920x1080 IPS",5 hrs,3.7 lbs,0.8 in,Extreme-Low/Low,6,http://lappylist.com/images/laptop2018/Asus%20Vivobook%20F510UA.jpg,"programming,mainstream",$599 'Extreme-Low/Low',"programming,mainstream",Asus,Top
$599,Dell Inspiron 13 i5379,i5-8250U,Intel UHD Graphics 620,8GB,1TB 5400RPM,-,"13.3"" 1920x1080 IPS Touch",8 hrs,3.44 lbs,0.77 in,Extreme-Low/Low,7,http://lappylist.com/images/laptop2018/Dell%20Inspiron%2013%20i5379.jpg,"programming,convertible",$599 'Extreme-Low/Low',"programming,convertible",Dell,Top
$619,HP Envy 13,i5-7200U,Intel Graphics 620,8GB,-,256GB PCIe,"13.3"" 1920x1080 IPS",14 hrs,3.3 lbs,0.55 in,Extreme-Low/Low,8,http://lappylist.com/images/laptop/HP%20Envy%2013t.jpg,ultraportable,$619 'Extreme-Low/Low',ultraportable,HP,Top
$649,Asus Vivobook S410UA,i5-8250U,Intel UHD Graphics 620,8GB,1TB FireCuda,-,"14"" 1920x1080",8 hrs,3.2 lbs,0.7 in,Extreme-Low/Low,7,http://lappylist.com/images/laptop2018/Asus%20Vivobook%20S410UA.jpg,mainstream,$649 'Extreme-Low/Low',mainstream,Asus,Top
$689,Acer Nitro 5,Core i5-9300H,NVIDIA GTX 1650 8GB,8GB,-,256GB,"15.6"" 1920x1080 60hz IPS",8 hrs,5.07 lbs,0.96 in,Extreme-Low/Low,8,https://lappylist.com/images/2020_laptop/Acer_Nitro_5.jpg,gaming,$689 'Extreme-Low/Low',gaming,Acer,Top
$689,Lenovo ThinkPad E470*,i3-7100U,Intel Graphics 620,4GB,500GB 7200RPM,-,"14"" 1920x1080 IPS",8 hrs,4.1 lbs,0.88 in,Extreme-Low/Low,6,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20E460.jpg,programming,$689 'Extreme-Low/Low',programming,Lenovo,Top
$699,Acer Swift 3 14,i5-8250U,Nvidia MX150,8GB,-,256GB,"14"" 1920x1080 IPS",10 hrs,3.75 lbs,0.71 in,Extreme-Low/Low,8,http://lappylist.com/images/laptop2018/Acer%20Swift%203.jpg,mainstream,$699 'Extreme-Low/Low',mainstream,Acer,Top
$699,Lenovo Yoga 710 11,i5-7Y54,Intel Graphics 615,8GB,-,128GB,"11"" 1920x1080 IPS Touch",8 hrs,2.3 lbs,0.59 in,Extreme-Low/Low,7,http://lappylist.com/images/laptop/Lenovo%20Y710%20Yoga.jpg,convertible,$699 'Extreme-Low/Low',convertible,Lenovo,Top
$718,Asus TUF FX505DT,Ryzen 5 R5-3550H,NVIDIA GTX 1650 4GB,8GB,-,256GB,"15.6"" 1920x1080 120hz IPS",4 hrs,4.85 lbs,1.00 in,Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Asus_TUF_FX505.jpg,gaming,$718 'Medium/Med-High',gaming,Asus,Top
$719,Dell Inspiron 13-i5378,i7-7500U,Intel Graphics 620,8GB,-,256GB,"13.3"" 1920x1080 IPS Touch",8 hrs,3.44 lbs,0.76 in,Medium/Med-High,7,http://lappylist.com/images/laptop/Dell%20Inspiron%2013%202%20in%201.jpg,mainstream,$719 'Medium/Med-High',mainstream,Dell,Top
$729,Toshiba Satellite Radius 12,i7-6500U,Intel Graphics 520,8GB,-,256GB,"12.5"" 3840x2160 IPS Touch",4 hrs,2.9 lbs,0.6 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Toshiba%20Satellite%20Radius%2012.jpg,"ultraportable,convertible",$729 'Medium/Med-High',"ultraportable,convertible",Toshiba,Top
$737,Lenovo Ideapad L340 G,Core i5-9300H,NVIDIA GTX 1650 4GB,8GB,-,512GB,"15.6"" 1920x1080 60hz IPS",6.5 hrs,4.84 lbs,0.94 in,Medium/Med-High,7,https://lappylist.com/images/2020_laptop/Lenovo_Ideapad_L340_Gaming.jpg,gaming,$737 'Medium/Med-High',gaming,Lenovo,Top
$749,Asus Zenbook UX330UA,i5-8250U,Intel UHD Graphics 620,8GB,-,256GB PCIe,"13.3"" 1920x1080 IPS",8 hrs,2.6 lbs,0.5 in,Medium/Med-High,9,http://lappylist.com/images/laptop/ASUS%20Zenbook%20UX303LA.jpg,"programming,mainstream,ultraportable",$749 'Medium/Med-High',"programming,mainstream,ultraportable",Asus,Top
$749,Dell Inspiron 15-i5557,i5-7300HQ,Nvidia GTX 1050,8GB,-,256GB,"15.6"" 1920x1080 IPS",7 hrs,5.7 lbs,1 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Dell%20Inspiron%2015%20i5557.jpg,mainstream,$749 'Medium/Med-High',mainstream,Dell,Top
$757,Acer Nitro 5 SSD+HDD,Core i5-9300H,NVIDIA GTX 1650 8GB,8GB,1TB,128GB,"15.6"" 1920x1080 60hz IPS",7 hrs,5.5 lbs,1.02 in,Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Acer_Nitro_5.jpg,gaming,$757 'Medium/Med-High',gaming,Acer,Top
$779,Lenovo Yoga 720 13,i5-7200U,Intel Graphics 620,8GB,-,256GB PCIe,"13.3"" 1920x1080 IPS Touch",10.5 hrs,2.9 lbs,0.6 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Lenovo%20Yoga%20720%2013.jpg,convertible,$779 'Medium/Med-High',convertible,Lenovo,Top
$799,Dell Inspiron 13-7378,i5-7200U,Intel Graphics 620,8GB,-,256GB,"13.3"" 1920x1080 IPS Touch",8 hrs,3.86 lbs,0.76 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Dell%20Inspiron%2013%202%20in%201.jpg,"ultraportable,convertible",$799 'Medium/Med-High',"ultraportable,convertible",Dell,Top
$799,Dell XPS 13 9360,i3-7100U,Intel Graphics 620,4GB,-,128GB,"13.3"" 1920x1080 IPS",22 hrs,2.7 lbs,0.6 in,Medium/Med-High,9,http://lappylist.com/images/laptop/Dell%20XPS%2013-9350.jpg,ultraportable,$799 'Medium/Med-High',ultraportable,Dell,Top
$817,Asus Zenbook UX360CA,m3-6Y30,Intel Graphics 515,8GB,-,512GB,"13.3"" 1920x1080 IPS Touch",17 hrs,2.9 lbs,0.55 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Asus%20UX360CA.jpg,"ultraportable,convertible",$817 'Medium/Med-High',"ultraportable,convertible",Asus,Top
$830,Lenovo ThinkPad 13 *,i5-7200U,Intel Graphics 620,8GB,-,128GB,"13.3"" 1920x1080 IPS",11 hrs,3.17 lbs,0.77 in,Medium/Med-High,9,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%2013.jpg,"programming,ultraportable",$830 'Medium/Med-High',"programming,ultraportable",Lenovo,Top
$849,Dell G3 3590,Core i5-10300H,NVIDIA GTX 1650 4GB,8GB,1TB,256GB,"15.6"" 1920x1080 60Hz",6.5 hrs,5.18 lbs,0.85 in,Medium/Med-High,7,https://lappylist.com/images/2020_laptop/Dell_G3_3590.jpg,gaming,$849 'Medium/Med-High',gaming,Dell,Top
$852,Dell Latitude 14 3480*,i5-7200U,Intel Graphics 620,8GB,500GB 7200RPM,-,"14"" 1920x1080 TN",18 hrs,3.87 lbs,0.92 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Dell%20Latitude%2014%203000.jpg,programming,$852 'Medium/Med-High',programming,Dell,Top
$887,Apple Macbook Air 13,i5-5350U,Intel HD 6000,8GB,-,128GB PCIe,"13.3"" 1440x900",12 hrs,3 lbs,0.68 in,Medium/Med-High,10,http://lappylist.com/images/laptop/Apple%20Macbook%20Air.jpg,"programming,mainstream,ultraportable",$887 'Medium/Med-High',"programming,mainstream,ultraportable",Apple,Top
$889,MSI GF63 THIN 9RCX-818,Core i7-9750H,NVIDIA GTX1050Ti 4GB,8GB,-,256GB,"15.6"" 1920x1080 60Hz IPS",7 hrs,4.10 lbs,0.85 in,Medium/Med-High,7,https://lappylist.com/images/2020_laptop/MSI_GF63_THIN_9RCX_818.jpg,gaming,$889 'Medium/Med-High',gaming,MSI,Top
$895,Lenovo ThinkPad T470*,i5-7200U,Intel Graphics 620,8GB,500GB 7200RPM,-,"14"" 1920x1080 IPS",18 hrs,3.48 lbs,0.79 in,Medium/Med-High,9,http://lappylist.com/images/laptop/Lenovo%20ThinkPad%20T460.jpg,programming,$895 'Medium/Med-High',programming,Lenovo,Top
$911,Lenovo ThinkPad T570*,i5-7200U,Intel Graphics 620,8GB,500GB 7200RPM,-,"15.6"" 1920x1080 IPS",26 hrs*,4.5 lbs,0.8 in,Medium/Med-High,9,http://www.lappylist.com/images/laptop/Lenovo%20ThinkPad%20T550.jpg,programming,$911 'Medium/Med-High',programming,Lenovo,Top
$915,Lenovo ThinkPad X270*,i5-7200U,Intel Graphics 620,8GB,500GB 7200RPM,-,"12.5"" 1920x1080 IPS",21 hrs*,2.9 lbs,0.8 in,Medium/Med-High,10,http://lappylist.com/images/laptop/Lenovo%20Thinkpad%20X250.jpg,"programming,ultraportable",$915 'Medium/Med-High',"programming,ultraportable",Lenovo,Top
$964,Microsoft Surface Pro 4,i5-6300U,Intel Graphics 520,8GB,-,256GB,"12.3"" 2736x1824 IPS Touch",9 hrs,1.73 lbs,0.33 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Microsoft%20Surface%20Pro%204.jpg,"ultraportable,convertible",$964 'Medium/Med-High',"ultraportable,convertible",Microsoft,Top
$985,Asus TUF A15 1660,Ryzen 7 4800H,NVIDIA GTX 1660Ti 6GB,8GB,-,512GB,"15.6"" 1920x1080 144hz IPS",8.5 hrs,5.07 lbs,0.98 in,Medium/Med-High,8,https://lappylist.com/images/2020_laptop/Asus_TUF_A15.jpg,gaming,$985 'Medium/Med-High',gaming,Asus,Top
$988,LG Gram 15,i5-7200U,Intel Graphics 620,8GB,-,256GB,"15.6"" 1920x1080 IPS",15 hrs,2.4 lbs,0.6 in,Medium/Med-High,7,http://lappylist.com/images/laptop/LG%20Gram.jpg,mainstream,$988 'Medium/Med-High',mainstream,LG,Top
$989,HP Spectre x360 13,i5-7200U,Intel Graphics 620,8GB,-,256GB,"13.3"" 1920x1080 IPS Touch",16 hrs,2.89 lbs,0.55 in,Medium/Med-High,9,http://lappylist.com/images/laptop/HP%20Spectre%20x360.jpg,"ultraportable,convertible",$989 'Medium/Med-High',"ultraportable,convertible",HP,Top
$999,Asus Zenbook UX331UN,i5-8250U,Nvidia MX150,8GB,-,256GB,"13.3"" 1920x1080 IPS Touch",14 hrs,-,-,Medium/Med-High,8,http://lappylist.com/images/laptop2018/Asus%20Zenbook%20UX331UN.jpg,"mainstream,ultraportable",$999 'Medium/Med-High',"mainstream,ultraportable",Asus,Top
$999,Dell Latitude 14 3490*,i5-8250U,Intel UHD Graphics 620,8GB,-,256GB PCIe,"14"" 1920x1080 TN",15 hrs,3.79 lbs,0.82 in,Medium/Med-High,8,http://lappylist.com/images/laptop/Dell%20Latitude%2014%203000.jpg,programming,$999 'Medium/Med-High',programming,Dell,Top
